id,date,title,amount,transaction_type,category,category_group,special_tag,budget_impact,year,month,day_of_week
2031,2023-12-13,cầu lông,34000,expense,Cầu lông,Thể thao,,-34000,2023,12,Wednesday
2032,2023-12-14,viết,14000,expense,Học tập,Học tập,,-14000,2023,12,Thursday
2033,2023-12-14,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2023,12,Thursday
2034,2023-12-15,sữa chua với a thành,12000,expense,Quan hệ xã hội,Xã hội,,-12000,2023,12,Friday
2035,2023-12-15,cầu lông,32000,expense,Cầu lông,Thể thao,,-32000,2023,12,Friday
2036,2023-12-15,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2023,12,Friday
2037,2023-12-15,xăng việt em,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,12,Friday
2038,2023-12-16,cầu lông,25000,expense,Cầu lông,Thể thao,,-25000,2023,12,Saturday
2039,2023-12-16,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2023,12,Saturday
2040,2023-12-16,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2023,12,Saturday
2041,2023-12-16,xăng,10000,expense,Di chuyển,Sinh hoạt,,-10000,2023,12,Saturday
2042,2023-12-17,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,12,Sunday
2043,2023-12-17,cầu lông,37000,expense,Cầu lông,Thể thao,,-37000,2023,12,Sunday
2044,2023-12-18,cơm bá xấu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,12,Monday
2045,2023-12-18,bánh mì,13000,expense,Ăn chính,Ăn uống,,-13000,2023,12,Monday
2046,2023-12-18,nước suối,12000,expense,Tiện ích,Sinh hoạt,,-12000,2023,12,Monday
2047,2023-12-18,cơm xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Monday
2048,2023-12-18,chuối,25000,expense,Ăn chính,Ăn uống,,-25000,2023,12,Monday
2049,2023-12-19,cơm thịt xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Tuesday
2050,2023-12-19,mận,10000,expense,Ăn chính,Ăn uống,,-10000,2023,12,Tuesday
2051,2023-12-19,cơm bá xầu,36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Tuesday
2052,2023-12-19,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,12,Tuesday
2053,2023-12-20,KTX 1-II,265416,expense,Nhà ở,Sinh hoạt,Monthly,-265416,2023,12,Wednesday
2054,2023-12-20,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,12,Wednesday
2055,2023-12-20,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Wednesday
2056,2023-12-20,cơm bá xấu,36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Wednesday
2057,2023-12-20,mẹ cho tiền đóng tiền KTX,1079000,income,Gia đình,Thu nhập,,1079000,2023,12,Wednesday
2058,2023-12-21,cơm bá xấu,36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Thursday
2059,2023-12-21,trứng + cà chua,37603,expense,Ăn chính,Ăn uống,,-37603,2023,12,Thursday
2060,2023-12-21,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2023,12,Thursday
2061,2023-12-21,cơm xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Thursday
2062,2023-12-21,chuối,6000,expense,Ăn chính,Ăn uống,,-6000,2023,12,Thursday
2063,2023-12-22,chai nước,8000,expense,Nhà ở,Sinh hoạt,,-8000,2023,12,Friday
2064,2023-12-22,cơm bá xấu,36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Friday
2065,2023-12-22,cơm xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Friday
2066,2023-12-22,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2023,12,Friday
2067,2023-12-22,chuối,6000,expense,Ăn chính,Ăn uống,,-6000,2023,12,Friday
2068,2023-12-22,cafe,13000,expense,Cà phê,Ăn uống,,-13000,2023,12,Friday
2069,2023-12-23,cơm bá xấu,36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Saturday
2070,2023-12-23,thùng nước,13000,expense,Nhà ở,Sinh hoạt,,-13000,2023,12,Saturday
2071,2023-12-24,xăng việt,20000,expense,Di chuyển,Sinh hoạt,,-20000,2023,12,Sunday
2072,2023-12-24,cầu lông,25000,expense,Cầu lông,Thể thao,,-25000,2023,12,Sunday
2073,2023-12-24,chuối nướng,12000,expense,Ăn chính,Ăn uống,,-12000,2023,12,Sunday
2074,2023-12-24,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2023,12,Sunday
2075,2023-12-24,cơm bá xấu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,12,Sunday
2076,2023-12-25,cơm đồ xào,21000,expense,Ăn chính,Ăn uống,,-21000,2023,12,Monday
2077,2023-12-25,giáo trình LTCB A,28000,expense,Học tập,Học tập,,-28000,2023,12,Monday
2078,2023-12-25,hớt tóc,40000,expense,Cơ thể,Thể thao,,-40000,2023,12,Monday
2079,2023-12-25,gửi xe DI,2000,expense,Học tập,Học tập,,-2000,2023,12,Monday
2080,2023-12-25,cafe,10000,expense,Cà phê,Ăn uống,,-10000,2023,12,Monday
2081,2023-12-25,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2023,12,Monday
2082,2023-12-25,cơm bá xấu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,12,Monday
2083,2023-12-25,bao nước a thành,17000,expense,Quan hệ xã hội,Xã hội,,-17000,2023,12,Monday
2084,2023-12-25,"mẹ cho tiền vốn, trả kiên, ăn",906000,income,Gia đình,Thu nhập,,906000,2023,12,Monday
2085,2023-12-26,cơm xào,41000,expense,Ăn chính,Ăn uống,,-41000,2023,12,Tuesday
2086,2023-12-27,cà chua,7693,expense,Ăn chính,Ăn uống,,-7693,2023,12,Wednesday
2087,2023-12-27,mì (5gói),36000,expense,Ăn chính,Ăn uống,,-36000,2023,12,Wednesday
2088,2023-12-27,thẻ gửi xe,50000,expense,Sự cố,Cá nhân,,-50000,2023,12,Wednesday
2089,2023-12-27,hòng trà ngô gia với kiên,19000,expense,Quan hệ xã hội,Xã hội,,-19000,2023,12,Wednesday
2090,2023-12-27,gửi xe KT,4000,expense,Học tập,Học tập,,-4000,2023,12,Wednesday
2091,2023-12-27,cơm trưa,21000,expense,Ăn chính,Ăn uống,,-21000,2023,12,Wednesday
2092,2023-12-27,trứng,30000,expense,Ăn chính,Ăn uống,,-30000,2023,12,Wednesday
2093,2023-12-27,sữa tươi,35500,expense,Ăn chính,Ăn uống,,-35500,2023,12,Wednesday
2094,2023-12-27,cafe 200g highlands,55400,expense,Cà phê,Ăn uống,,-55400,2023,12,Wednesday
2095,2023-12-27,cơm xá bấu,22000,expense,Ăn chính,Ăn uống,,-22000,2023,12,Wednesday
2096,2023-12-28,giáo trình Vi tích phân,30000,expense,Học tập,Học tập,,-30000,2023,12,Thursday
2097,2023-12-28,cơm đồ xào,21000,expense,Ăn chính,Ăn uống,,-21000,2023,12,Thursday
2098,2023-12-28,thùng nc,13000,expense,Nhà ở,Sinh hoạt,,-13000,2023,12,Thursday
2099,2023-12-28,gửi xe,2000,expense,Học tập,Học tập,,-2000,2023,12,Thursday
2100,2023-12-28,cơm sườn trứng,25000,expense,Ăn chính,Ăn uống,,-25000,2023,12,Thursday
2101,2023-12-29,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2023,12,Friday
2102,2023-12-29,cơm xá bấu,18000,expense,Ăn chính,Ăn uống,,-18000,2023,12,Friday
2103,2023-12-30,xăng Việt nhỏ,15000,expense,Di chuyển,Sinh hoạt,,-15000,2023,12,Saturday
2104,2023-12-30,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2023,12,Saturday
2105,2023-12-30,quấn cán,11000,expense,Cầu lông,Thể thao,,-11000,2023,12,Saturday
2106,2023-12-30,vé số,10000,expense,Giải trí,Giải trí,,-10000,2023,12,Saturday
2107,2023-12-30,cầu lông,45000,expense,Cầu lông,Thể thao,,-45000,2023,12,Saturday
2108,2023-12-30,"tiền rửa xe,..",74000,income,Gia đình,Thu nhập,,74000,2023,12,Saturday
2109,2023-12-30,Tổng shopee tháng 12,1556869,income,Lương,Thu nhập,,1556869,2023,12,Saturday
2110,2024-01-01,KTX 1-II,265416,expense,Nhà ở,Sinh hoạt,Monthly,-265416,2024,1,Monday
2111,2024-01-02,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2112,2024-01-02,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2024,1,Tuesday
2113,2024-01-02,cơm sườn,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2114,2024-01-02,chuối,7000,expense,Ăn chính,Ăn uống,,-7000,2024,1,Tuesday
2115,2024-01-02,bánh mì ăn sáng,5000,expense,Ăn chính,Ăn uống,,-5000,2024,1,Tuesday
2116,2024-01-02,mì,35000,expense,Ăn chính,Ăn uống,,-35000,2024,1,Tuesday
2117,2024-01-02,sữa tươi,32000,expense,Ăn chính,Ăn uống,,-32000,2024,1,Tuesday
2118,2024-01-02,mẹ cho tiền ăn,204000,income,Gia đình,Thu nhập,,204000,2024,1,Tuesday
2119,2024-01-03,cafe 29,13000,expense,Cà phê,Ăn uống,,-13000,2024,1,Wednesday
2120,2024-01-03,cơm heo quay,25000,expense,Ăn chính,Ăn uống,,-25000,2024,1,Wednesday
2121,2024-01-03,bảo vệ tài khoản,3000,expense,Tiện ích,Sinh hoạt,,-3000,2024,1,Wednesday
2122,2024-01-03,lẩu bò với nhóm,51000,expense,Ăn chính,Ăn uống,,-51000,2024,1,Wednesday
2123,2024-01-03,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,1,Wednesday
2124,2024-01-04,gửi xe,6000,expense,Học tập,Học tập,,-6000,2024,1,Thursday
2125,2024-01-04,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Thursday
2126,2024-01-04,xăng việt,10000,expense,Di chuyển,Sinh hoạt,,-10000,2024,1,Thursday
2127,2024-01-04,nước chai,8000,expense,Ăn chính,Ăn uống,,-8000,2024,1,Thursday
2128,2024-01-04,giáo trình triết,30000,expense,Học tập,Học tập,,-30000,2024,1,Thursday
2129,2024-01-04,cầu lông,50000,expense,Cầu lông,Thể thao,,-50000,2024,1,Thursday
2130,2024-01-04,cafe gói trung nguyên,13000,expense,Cà phê,Ăn uống,,-13000,2024,1,Thursday
2131,2024-01-04,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Thursday
2132,2024-01-05,iCloud,19000,expense,Tiện ích,Sinh hoạt,Monthly,-19000,2024,1,Friday
2133,2024-01-05,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,1,Friday
2134,2024-01-05,cầu lông,31000,expense,Cầu lông,Thể thao,,-31000,2024,1,Friday
2135,2024-01-05,bida,10000,expense,Bi-da,Thể thao,,-10000,2024,1,Friday
2136,2024-01-06,gửi xe,6000,expense,Học tập,Học tập,,-6000,2024,1,Saturday
2137,2024-01-06,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Saturday
2138,2024-01-06,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2024,1,Saturday
2139,2024-01-06,21G,60000,expense,Tiện ích,Sinh hoạt,,-60000,2024,1,Saturday
2140,2024-01-06,cafe,13000,expense,Cà phê,Ăn uống,,-13000,2024,1,Saturday
2141,2024-01-06,cầu lông,28000,expense,Cầu lông,Thể thao,,-28000,2024,1,Saturday
2142,2024-01-06,nước mias + đồ chiên,35000,expense,Ăn vặt,Ăn uống,,-35000,2024,1,Saturday
2143,2024-01-06,mẹ cho,183000,income,Gia đình,Thu nhập,,183000,2024,1,Saturday
2144,2024-01-08,cơm đồ xào,40000,expense,Ăn chính,Ăn uống,,-40000,2024,1,Monday
2145,2024-01-08,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,1,Monday
2146,2024-01-08,mẹ cho tiền ăn,400000,income,Gia đình,Thu nhập,,400000,2024,1,Monday
2147,2024-01-09,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2024,1,Tuesday
2148,2024-01-09,cơm chiên,15000,expense,Ăn chính,Ăn uống,,-15000,2024,1,Tuesday
2149,2024-01-09,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2150,2024-01-10,chuối,6000,expense,Ăn chính,Ăn uống,,-6000,2024,1,Wednesday
2151,2024-01-10,cơm đồ xào,40000,expense,Ăn chính,Ăn uống,,-40000,2024,1,Wednesday
2152,2024-01-10,sữa tươi + mì,25000,expense,Ăn chính,Ăn uống,,-25000,2024,1,Wednesday
2153,2024-01-10,kem đánh răng,18000,expense,Tiện ích,Sinh hoạt,,-18000,2024,1,Wednesday
2154,2024-01-10,nước đá,2000,expense,Ăn chính,Ăn uống,,-2000,2024,1,Wednesday
2155,2024-01-10,thùng nước,34000,expense,Nhà ở,Sinh hoạt,,-34000,2024,1,Wednesday
2156,2024-01-10,sữa đậu nành với béo,10000,expense,Bi-da,Thể thao,,-10000,2024,1,Wednesday
2157,2024-01-11,tiền điện tháng 12,100000,expense,Nhà ở,Sinh hoạt,Monthly,-100000,2024,1,Thursday
2158,2024-01-11,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2024,1,Thursday
2159,2024-01-11,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Thursday
2160,2024-01-11,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2024,1,Thursday
2161,2024-01-12,quấn cán,12000,expense,Cầu lông,Thể thao,,-12000,2024,1,Friday
2162,2024-01-12,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Friday
2163,2024-01-12,cầu lông,30000,expense,Cầu lông,Thể thao,,-30000,2024,1,Friday
2164,2024-01-12,gửi xe,18000,expense,Học tập,Học tập,,-18000,2024,1,Friday
2165,2024-01-12,mẹ cho tiền,50000,income,Gia đình,Thu nhập,,50000,2024,1,Friday
2166,2024-01-14,cafe 2ly,30000,expense,Cà phê,Ăn uống,,-30000,2024,1,Sunday
2167,2024-01-14,cơm gà đốt,100000,expense,Ăn chính,Ăn uống,,-100000,2024,1,Sunday
2168,2024-01-14,nước mía,5000,expense,Ăn vặt,Ăn uống,,-5000,2024,1,Sunday
2169,2024-01-14,cơm sườn,25000,expense,Ăn chính,Ăn uống,,-25000,2024,1,Sunday
2170,2024-01-14,xăng đi châu đốc,170000,expense,Di chuyển,Sinh hoạt,,-170000,2024,1,Sunday
2171,2024-01-14,kẹo chỉ,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,1,Sunday
2172,2024-01-15,sữa tươi + mì,163000,expense,Ăn chính,Ăn uống,,-163000,2024,1,Monday
2173,2024-01-15,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,1,Monday
2174,2024-01-15,cơm xá bấu,18000,expense,Ăn chính,Ăn uống,,-18000,2024,1,Monday
2175,2024-01-15,cơm chiên,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Monday
2176,2024-01-15,cafe,13100,expense,Cà phê,Ăn uống,,-13100,2024,1,Monday
2177,2024-01-15,mẹ cho tiền tuần,400000,income,Gia đình,Thu nhập,,400000,2024,1,Monday
2178,2024-01-15,mẹ cho tiền đi an giang,350000,income,Gia đình,Thu nhập,,350000,2024,1,Monday
2179,2024-01-16,nước đá,1000,expense,Ăn chính,Ăn uống,,-1000,2024,1,Tuesday
2180,2024-01-16,cơm gà chiên,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2181,2024-01-16,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2182,2024-01-16,gửi xe,2000,expense,Học tập,Học tập,,-2000,2024,1,Tuesday
2183,2024-01-17,nước đá,2000,expense,Ăn chính,Ăn uống,,-2000,2024,1,Wednesday
2184,2024-01-17,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Wednesday
2185,2024-01-17,gửi xe,2000,expense,Học tập,Học tập,,-2000,2024,1,Wednesday
2186,2024-01-17,lẩu bò đạt 3,25000,expense,Ăn chính,Ăn uống,,-25000,2024,1,Wednesday
2187,2024-01-18,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Thursday
2188,2024-01-18,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Thursday
2189,2024-01-18,gửi xe ktx,12000,expense,Học tập,Học tập,,-12000,2024,1,Thursday
2190,2024-01-18,cầu lông,43000,expense,Cầu lông,Thể thao,,-43000,2024,1,Thursday
2191,2024-01-18,quấn cán,12000,expense,Cầu lông,Thể thao,,-12000,2024,1,Thursday
2192,2024-01-19,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,1,Friday
2193,2024-01-19,cầu lông,35000,expense,Cầu lông,Thể thao,,-35000,2024,1,Friday
2194,2024-01-20,cầu lông,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Saturday
2195,2024-01-20,mẹ cho tiền đánh cầu,147000,income,Gia đình,Thu nhập,,147000,2024,1,Saturday
2196,2024-01-21,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Sunday
2197,2024-01-21,cầu lông,26000,expense,Cầu lông,Thể thao,,-26000,2024,1,Sunday
2198,2024-01-22,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,1,Monday
2199,2024-01-22,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2024,1,Monday
2200,2024-01-22,cơm chiên,18000,expense,Ăn chính,Ăn uống,,-18000,2024,1,Monday
2201,2024-01-22,gửi xe,2000,expense,Học tập,Học tập,,-2000,2024,1,Monday
2202,2024-01-22,cafe + trà cam,16000,expense,Quan hệ xã hội,Xã hội,,-16000,2024,1,Monday
2203,2024-01-22,khổ trang,9000,expense,Tiện ích,Sinh hoạt,,-9000,2024,1,Monday
2204,2024-01-22,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Monday
2205,2024-01-22,mẹ cho tiền tuần,350000,income,Gia đình,Thu nhập,,350000,2024,1,Monday
2206,2024-01-23,nước đá,2000,expense,Ăn chính,Ăn uống,,-2000,2024,1,Tuesday
2207,2024-01-23,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,1,Tuesday
2208,2024-01-23,cơm chiên xá bấu,22000,expense,Ăn chính,Ăn uống,,-22000,2024,1,Tuesday
2209,2024-01-23,cầu lông,30000,expense,Cầu lông,Thể thao,,-30000,2024,1,Tuesday
2210,2024-01-23,cafe,13000,expense,Cà phê,Ăn uống,,-13000,2024,1,Tuesday
2211,2024-01-23,cơm càu hủ,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Tuesday
2212,2024-01-24,photo báo cáo chương 1,3000,expense,Học tập,Học tập,,-3000,2024,1,Wednesday
2213,2024-01-24,cháo bịch,9000,expense,Sự cố,Cá nhân,,-9000,2024,1,Wednesday
2214,2024-01-24,lâu tư đậu,35000,expense,Ăn chính,Ăn uống,,-35000,2024,1,Wednesday
2215,2024-01-24,xoi,7000,expense,Ăn chính,Ăn uống,,-7000,2024,1,Wednesday
2216,2024-01-24,nước biển,5000,expense,Sự cố,Cá nhân,,-5000,2024,1,Wednesday
2217,2024-01-24,cafe sáng,13000,expense,Cà phê,Ăn uống,,-13000,2024,1,Wednesday
2218,2024-01-24,gwri xe,4000,expense,Học tập,Học tập,,-4000,2024,1,Wednesday
2219,2024-01-24,cafe bờ kè,14000,expense,Quan hệ xã hội,Xã hội,,-14000,2024,1,Wednesday
2220,2024-01-25,xoi,7000,expense,Ăn chính,Ăn uống,,-7000,2024,1,Thursday
2221,2024-01-25,gửi xe,12000,expense,Học tập,Học tập,,-12000,2024,1,Thursday
2222,2024-01-25,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2024,1,Thursday
2223,2024-01-25,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Thursday
2224,2024-01-26,gửi xe,7000,expense,Học tập,Học tập,,-7000,2024,1,Friday
2225,2024-01-26,xoi,7000,expense,Ăn chính,Ăn uống,,-7000,2024,1,Friday
2226,2024-01-26,điện nc tháng 1,36000,expense,Nhà ở,Sinh hoạt,Monthly,-36000,2024,1,Friday
2227,2024-01-26,cơm bà trâm,25000,expense,Ăn chính,Ăn uống,,-25000,2024,1,Friday
2228,2024-01-26,cầu lông vs nhân,25000,expense,Cầu lông,Thể thao,,-25000,2024,1,Friday
2229,2024-01-26,cơm trứng chiên,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Friday
2230,2024-01-26,chuối,15000,expense,Ăn chính,Ăn uống,,-15000,2024,1,Friday
2231,2024-01-27,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2024,1,Saturday
2232,2024-01-27,phí rút tiền,2200,expense,Tiện ích,Sinh hoạt,,-2200,2024,1,Saturday
2233,2024-01-27,dép,146000,expense,Quần áo,Cá nhân,BigM,-146000,2024,1,Saturday
2234,2024-01-27,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Saturday
2235,2024-01-27,xoi,5000,expense,Ăn chính,Ăn uống,,-5000,2024,1,Saturday
2236,2024-01-27,cầu lông,18000,expense,Cầu lông,Thể thao,,-18000,2024,1,Saturday
2237,2024-01-27,nước mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,1,Saturday
2238,2024-01-27,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,1,Saturday
2239,2024-01-28,cầu lôgn,28000,expense,Cầu lông,Thể thao,,-28000,2024,1,Sunday
2240,2024-01-28,quấn cán,11000,expense,Cầu lông,Thể thao,,-11000,2024,1,Sunday
2241,2024-01-28,mẹ cho tiền đánh cầu,30000,income,Gia đình,Thu nhập,,30000,2024,1,Sunday
2242,2024-01-28,mẹ cho tiền tuần,370000,income,Gia đình,Thu nhập,,370000,2024,1,Sunday
2243,2024-01-29,sữa tươi,36000,expense,Ăn chính,Ăn uống,,-36000,2024,1,Monday
2244,2024-01-29,gửi xe ktx,2000,expense,Học tập,Học tập,,-2000,2024,1,Monday
2245,2024-01-29,xăng,50000,expense,Di chuyển,Sinh hoạt,,-50000,2024,1,Monday
2246,2024-01-29,gửi xe cầu lông,3000,expense,Cầu lông,Thể thao,,-3000,2024,1,Monday
2247,2024-01-29,cafe bảo mình,11000,expense,Cà phê,Ăn uống,,-11000,2024,1,Monday
2248,2024-01-29,mì,36000,expense,Ăn chính,Ăn uống,,-36000,2024,1,Monday
2249,2024-01-29,cơm sườn phan đình phùn,28000,expense,Ăn chính,Ăn uống,,-28000,2024,1,Monday
2250,2024-01-29,cầu long với lớp,25000,expense,Cầu lông,Thể thao,,-25000,2024,1,Monday
2251,2024-01-29,cơm chiên,18000,expense,Ăn chính,Ăn uống,,-18000,2024,1,Monday
2252,2024-01-30,cơm chiên,18000,expense,Ăn chính,Ăn uống,,-18000,2024,1,Tuesday
2253,2024-01-30,khăn giấy,7000,expense,Tiện ích,Sinh hoạt,,-7000,2024,1,Tuesday
2254,2024-01-30,cơm gà lê trang,28000,expense,Ăn chính,Ăn uống,,-28000,2024,1,Tuesday
2255,2024-01-30,cầu long đám nhân,26000,expense,Cầu lông,Thể thao,,-26000,2024,1,Tuesday
2256,2024-01-30,xoi,5000,expense,Ăn chính,Ăn uống,,-5000,2024,1,Tuesday
2257,2024-01-30,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,1,Tuesday
2258,2024-01-31,gửi xe,8000,expense,Học tập,Học tập,,-8000,2024,1,Wednesday
2259,2024-01-31,bún chả,35000,expense,Ăn chính,Ăn uống,,-35000,2024,1,Wednesday
2260,2024-01-31,lưới + gen vợt,220000,expense,Cầu lông,Thể thao,BigM,-220000,2024,1,Wednesday
2261,2024-01-31,cơm đồ xào,20000,expense,Ăn chính,Ăn uống,,-20000,2024,1,Wednesday
2262,2024-01-31,hớt tóc,70000,expense,Cơ thể,Thể thao,,-70000,2024,1,Wednesday
2263,2024-01-31,cafe,13000,expense,Quan hệ xã hội,Xã hội,,-13000,2024,1,Wednesday
2264,2024-01-31,xoi,10000,expense,Ăn chính,Ăn uống,,-10000,2024,1,Wednesday
2265,2024-02-01,KTX 1-II,265416,expense,Nhà ở,Sinh hoạt,Monthly,-265416,2024,2,Thursday
2266,2024-02-01,nước cam,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,2,Thursday
2267,2024-02-01,hồng trà,33000,expense,Ăn vặt,Ăn uống,,-33000,2024,2,Thursday
2268,2024-02-01,cơm tấm,25000,expense,Ăn chính,Ăn uống,,-25000,2024,2,Thursday
2269,2024-02-01,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2024,2,Thursday
2270,2024-02-01,gửi xe,6000,expense,Học tập,Học tập,,-6000,2024,2,Thursday
2271,2024-02-02,giày,762000,expense,Quần áo,Cá nhân,BigM,-762000,2024,2,Friday
2272,2024-02-02,cầu lông,35000,expense,Cầu lông,Thể thao,,-35000,2024,2,Friday
2273,2024-02-02,bún bò,20000,expense,Ăn chính,Ăn uống,,-20000,2024,2,Friday
2274,2024-02-02,gửi xe,4000,expense,Học tập,Học tập,,-4000,2024,2,Friday
2275,2024-02-02,vớ + quấn cốt,98100,expense,Cầu lông,Thể thao,,-98100,2024,2,Friday
2276,2024-02-03,phí rút tiền,1100,expense,Tiện ích,Sinh hoạt,,-1100,2024,2,Saturday
2277,2024-02-03,cầu lông,31000,expense,Cầu lông,Thể thao,,-31000,2024,2,Saturday
2278,2024-02-04,nước ép táo,25000,expense,Ăn vặt,Ăn uống,,-25000,2024,2,Sunday
2279,2024-02-04,xăng,40000,expense,Di chuyển,Sinh hoạt,,-40000,2024,2,Sunday
2280,2024-02-04,bún đậu,45000,expense,Ăn chính,Ăn uống,,-45000,2024,2,Sunday
2281,2024-02-04,bi da,25000,expense,Quan hệ xã hội,Xã hội,,-25000,2024,2,Sunday
2282,2024-02-05,đá banh,25000,expense,Cơ thể,Thể thao,,-25000,2024,2,Monday
2283,2024-02-05,cafe mộc với a thành,13000,expense,Quan hệ xã hội,Xã hội,,-13000,2024,2,Monday
2284,2024-02-05,cơm tắm,25000,expense,Ăn chính,Ăn uống,,-25000,2024,2,Monday
2285,2024-02-05,lo to,30000,expense,Giải trí,Giải trí,,-30000,2024,2,Monday
2286,2024-02-05,hủ tiếu,15000,expense,Ăn chính,Ăn uống,,-15000,2024,2,Monday
2287,2024-02-06,ăn sáng trong trường,20000,expense,Ăn chính,Ăn uống,,-20000,2024,2,Tuesday
2288,2024-02-06,cầu lông + thua độ,50000,expense,Cầu lông,Thể thao,,-50000,2024,2,Tuesday
2289,2024-02-06,mắt kính học bài,320000,expense,Quần áo,Cá nhân,BigM,-320000,2024,2,Tuesday
2290,2024-02-06,bánh mì que,10000,expense,Ăn chính,Ăn uống,,-10000,2024,2,Tuesday
2291,2024-02-06,xăng,20000,expense,Di chuyển,Sinh hoạt,,-20000,2024,2,Tuesday
2292,2024-02-06,nước mía,10000,expense,Quan hệ xã hội,Xã hội,,-10000,2024,2,Tuesday
2293,2024-02-07,icould,19000,expense,Tiện ích,Sinh hoạt,,-19000,2024,2,Wednesday
2294,2024-02-07,xăng,30000,expense,Di chuyển,Sinh hoạt,,-30000,2024,2,Wednesday
2295,2024-02-07,mía,10000,expense,Ăn vặt,Ăn uống,,-10000,2024,2,Wednesday
2296,2024-02-07,bánh mì,15000,expense,Ăn chính,Ăn uống,,-15000,2024,2,Wednesday
2297,2024-02-07,21G,60000,expense,Tiện ích,Sinh hoạt,,-60000,2024,2,Wednesday
